Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
167595.06125508,-0.26479894234637974,0.6025857208413644,-1.0577753453574477,-1.4120524395150462,0.5316873479001292,-0.06946700663766414,-0.0029110545262086944,-0.7976469268132577,0.3911770161149942,-0.42633980275923916,-0.04656140217078552,-0.4866841772700559,-0.8020601590462877,-0.2070134785844932,1.185586011903092,-0.4729639599855277,-0.12662338996033767,-0.2651054661974313,-0.6371090124680188,1.2292411573561053,-1.3616613694344897,-0.08537616465686768,-0.8435103658165556,0.5672281260618878,0.1339133548640197,1.1822857910386857,0.7345549897276928,0.08159836933206432,20.084424256805637,0
29776.873743641634,-0.18716554786386091,1.2762639878735544,0.37120676347005876,0.01823099713711716,-0.019530389467102203,-0.7136288932044673,-0.5439834133726836,0.42737604547079716,-1.3853605184444944,0.5930540502830212,-0.38850706711885274,0.8255570748695653,0.9610934572320833,-1.67308401250574,-0.5815807632272181,-0.8555276879406237,-1.812727965073143,-1.0325332762094106,2.44125584526534,0.6095098962124401,1.917287968605754,0.8290984400183357,-0.7418431610084755,-0.381771196674043,0.5884361802403073,0.4375062034730363,-0.5773420157083338,-1.509993170579207,16.300922098807533,0
120120.97893942421,0.9221808849615791,-1.7196888081929917,-0.8963411087919169,0.9080127949270519,0.09745108408134207,0.2118746404544298,0.7113836170455102,-0.8896014909026162,1.0550725378273207,0.8197837246405497,0.23831720725837066,0.46813173286748644,1.1649737776570268,-0.5938390587341567,0.6613570184612205,1.7443572357147674,0.6406262494886588,-0.22239322765867986,2.3182056903723653,0.23081450241049373,1.398591599679747,-0.4215314136807319,1.0678024979057037,-0.5464250475410775,0.3233842382545518,-0.6067401091062843,1.9011559761970447,-0.22113133218871947,70.90433099757004,0
82922.50718851545,-2.012348509320861,1.8772205497665126,0.692499714304585,0.10280328501992952,-0.8913596807520631,-0.4380673661304643,0.6093508955780412,0.6320793835314138,0.6683933705907869,-0.7284967343664605,-0.9298477130152097,0.19520524435250644,0.7698539577714733,0.003184849504858575,1.4814842468851672,0.033137462190111384,-0.000708643832986225,0.6705599911926691,1.2192301375920387,-1.3492552598045449,-1.1180117080355982,-0.31326143774403825,3.1589417845886634,-0.2614685625409319,-0.12178294301056877,0.6183519298079181,0.9769289028134742,0.16978511645475586,17.570688864974628,0
116069.87826533204,0.8821816420175396,1.5364629152898606,-2.5835193568450343,0.5957090626280942,0.2642512699082058,1.0270846972235659,-1.1256261575784021,-0.5061410917717176,0.9005367329806482,-1.059668557457832,0.2423142574513812,-0.01693858290554884,-0.19593066686601376,0.5726986420968898,-1.1155007873793663,-0.7801167816301259,-0.1392487954469601,-1.2011823651709141,1.2309218023330422,-0.7987671374300426,0.7863296000408939,-0.8755033069473153,0.7041972061427514,-1.6088486744468955,1.4086154010445082,1.135133005106634,-0.5525835081225525,-0.8256406320771338,37.49694559842282,0
114653.10570187205,-1.2244430652472726,-0.8718636075653284,-1.6826891384009004,-0.6284649825014651,-1.232520250191225,0.624056731915687,-0.7491585255903087,0.27662129151658,0.7479064407234323,1.1713424115085216,-0.35342454131103057,0.31063749893979387,0.3425015005635049,1.2720913815221815,0.783558079083946,1.3033449887867108,-1.6646514582806153,-0.6642710100718509,1.0318168342239267,0.580701836897825,-0.12504554572252996,-0.4740498833600123,0.7886845446289292,-1.9795770714391225,0.7921911853127348,0.09068826604081519,-0.48883951759226496,0.5024409019031453,19.492837282736673,0
85841.31321086446,0.33884709644161004,-0.3968801448777876,1.040853540063158,-0.7375609741578123,-1.298192015053023,0.8123211911459796,-0.40616226348356327,-0.3165210140036845,-0.6269406355510714,-0.4728173955540838,1.4030334275268657,1.6624987657836672,1.7949786361446092,1.0901206211775125,0.4662712597732377,-1.4322855919331132,-0.18752470290034973,2.1567544886236876,-0.43562157875265417,1.514144474772275,0.05503581903054495,-2.678142385853146,0.6404855636689628,1.2662546961783114,-0.04899596864054441,1.2330510044854137,-1.667827514417087,-1.3855642638993695,59.830990225507804,0
155720.10421284288,-0.5755771032751217,-0.8149913043685142,-0.17454693120564455,-0.7352462687781551,-0.8647817625390524,-0.8899701256670944,-0.8305427041067993,-0.7608323890173405,0.399052721658541,-1.959982522607138,-0.7017532479835236,-0.10012990735823264,1.148624620178139,-0.24592703907658375,-0.15332336788267392,-0.08794670397811996,-1.8236876537777262,0.6590931009249315,0.6174215702113746,0.814496159286673,2.5058480530282896,-1.2985216029872098,-1.4880266646056737,0.7058673145989882,-0.33748910118569214,-0.9856282535369405,-0.2825624678209693,-0.6183436250917209,22.356515641615236,0
5794.404722342677,1.4509275482792119,1.8071966436378852,-1.6826586941226858,-1.0240285908863795,-0.2798103423770061,-0.9645377949101913,0.5059655534558652,-0.7282722024066131,2.1650560678066024,1.190548594343596,0.2125740306322149,1.0269862633197322,1.105900424357309,-0.5639474880582432,-0.8162172445419648,0.07814306296964744,0.861636124497944,0.13906039865341766,-1.5769964821909972,-0.8028244439508423,-0.07397286359437803,-0.07566560432583026,1.9725421767898081,-1.385987942398998,0.5055892418358746,1.4891131083282896,2.271449745422796,-0.40439742318396127,27.91348852111607,0
119605.47984474599,0.8677984994352393,0.20869630408367235,0.5126717660618848,0.1782864895135976,-0.3683296299136234,0.498609928239584,-0.2428919003171873,1.9366884324375568,-0.6927034002684951,0.5087974252632415,-0.7827264930341773,-0.7931641335333789,-1.7860898641824954,0.4114751047730993,-0.5324659110452589,1.083389518816319,0.41329539261685405,0.14822465802930038,-1.4104987739842465,0.5849053048679346,-0.6621461519194501,-1.432838696151378,0.43051347952881786,-1.2582926205241107,-2.0911247003690248,1.2971344548031731,-0.5607320028559994,-1.7444880584627906,68.41200378299465,0
